C:\Program Files\nodejs\node.exe --max-old-space-size=4096 .\main.js
Shape Processing Unit 0.2.0
Thu Jul 08 2021 03:41:11 GMT-0700 (Pacific Daylight Time)

Searching for shapes...
Max program length: 16
Input data: [0001,0001,0001,0001,0001]
1441000000 IIIUIUI32SR3SL [0004,0001,000d]
1442000000 IIIUIL31USIU33 [0003,0004,0001,0004]
1443000000 IIIUIL21LS1I3X [0005,0004,0001]
1444000000 IIIUIL1X2IS2C [0008,0011,0001]
1445000000 IIIUILX2U2LSSI [00c4,0001]
1446000000 IIIUILIRX3R1XX [0001,0004]
1447000000 IIIUII3XR32L1 [0004,0002,0008,0001]
1448000000 IIIUIIS3R13USR [0004,0002,002a]
1449000000 IIIUIIR1SSR1RS [0001,002e]
1450000000 IIIUIIL3XLS12 [0005,0004,0001]
1451000000 IIIL22RSRI22XU [0001,0002]
1452000000 IIIL22LISLS1UX [000d]
1453000000 IIIL2S1IR1LI3 [0002,0008,0001,0009]
1454000000 IIIL2SIL2I22C [0009,0001,0008,0001]
1455000000 IIIL2R21RSIIX2 [0005,0001,0008]
1456000000 IIIL2R1II3X2XX [0001,0001]
1457000000 IIIL2RIXUIU32R [0008,0004,0001,0001]
1458000000 IIIL2U2I2L33XR [0001,0002,0001]
1459000000 IIIL2UXIUIR2S [0001,0004,000a]
1460000000 IIIL2UII34SSXX [0004]
1461000000 IIIL2LXIRIL1U3 [0008,0008,0008,0001]
1462000000 IIIL2LIIX3L1SU [0008,0008,0006]
1463000000 IIIL2I21R1ISU3 [0001,0002,0006,0001]
1464000000 IIIL2IX2RSLCI2 [0008,0001,0001,0008]
1465000000 IIIL2IRIXX22L2 [0001,0004,0001]
1466000000 IIIL2IL23RXXSU [0006]
1467000000 IIIL2IIU4R32SC [0008,0001,0002,0004,0001]
1468000000 IIIL12U22I3I2X [0008,0001,0004,0001]
1469000000 IIIL12IS2US1UI [0013,0004,0001]
1470000000 IIIL1SRILSCRCS [0001,0008,0006]
1471000000 IIIL1XSRIUSI1X [0001]
1472000000 IIIL1R2UISILXS [0008,0007]
1473000000 IIIL1RSIILSCU3 [000a,0008,0004,0001]
1474000000 IIIL1RIUISXRSR [0001,0009]
1475000000 IIIL1U1XLI1IXL [0001,0001,0001]
1476000000 IIIL1UI2R23UX [0001,0001,0004]
1477000000 IIIL1L21IS2USC [0001,0008,0003]
1478000000 IIIL1LI2U21IXU [0001,0001,0008,0008]
1479000000 IIIL1I3XR2SISS [00b1]
1480000000 IIIL1I2U3USSUS [00d1]
1481000000 IIIL1IXIX2XLC [0008,0008]
1482000000 IIIL1IU22L31C [0004,0008,0001,0008]
1483000000 IIIL1ILS21SIL2 [0091,0008,0008]
1484000000 IIILS1SCISIR1R [0008,0002,0222]
1485000000 IIILS1IIR23R12 [0001,0003,0001,0002]
1486000000 IIILSRIUSCLI1S [0001,0004,0091]
1487000000 IIILSUCIUIX3SS [0004,0007]
1488000000 IIILSLIR12IU2C [0002,0001,0004,000c]
1489000000 IIILSCRXRXRILI [0002,0008,0001]
1490000000 IIILSCI3SI3RXU [0001,0011,0004]
1491000000 IIILSI2R2XLIR1 [0001,0002,0001]
1492000000 IIILSIR22SCR12 [0022,0008,0002]
1493000000 IIILSILILXRS1L [0019,0008]
1494000000 IIILXRII3R1RX1 [0002,0002,0001]
1495000000 IIILXLIUXIX1L1 [0008,0008]
1496000000 IIILI33SIR3L2S [0001,0002,0015]
1497000000 IIILI32IR31R4R [0001,0008,0001,0004,0002]
1498000000 IIILI3R2L2R3X1 [0002,0002,0004]
1499000000 IIILI3USR2XCL1 [0008,0001,0008]
1500000000 IIILI3I4S3XXS [0011]
1501000000 IIILI23UIUX1UC [0008,0001,0004,0004]
1502000000 IIILI2SL21S1U1 [0002,0089]
1503000000 IIILI2RXRS1LXR [0005]
1504000000 IIILI2L31RIS3U [0001,0001,0011,0002]
1505000000 IIILI2IR42RX1R [0008,0001,0001,0004]
1506000000 IIILI1RSI2L3SX [0011,0001]
1507000000 IIILI1L2R1U22 [0001,0001,0001,0002]
1508000000 IIILI1IXU23UXX [0001,0002]
1509000000 IIILIS1LIR1UXL [0001,0009,0001]
1510000000 IIILISL2L2IR1U [000c,0008,0002,0004]
1511000000 IIILIX1U2RI33R [0002,0001,0008,0008]
1512000000 IIILIXIL3LS2U1 [0008,0004,0088]
1513000000 IIILIR3IL2R2 [0001,0008,0008,0004,0001]
1514000000 IIILIR2ILXRXU1 [0001,0008,0008]
1515000000 IIILIRSSSLC1IR [0001,00c8,0002]
1516000000 IIILIRI1SU12U1 [0001,000c,0004,0008]
1517000000 IIILIU3R32XSRI [0008,0006,0001]
1518000000 IIILIU2R3I3SC1 [0008,0002,0001,0001,0004]
1519000000 IIILIU1U1SXUSR [000a]
1520000000 IIILIUXI2U2SUX [0001,0001]
1521000000 IIILIL33R2XU2 [0001,0008,0008]
1522000000 IIILIL23IUSRX [0008,0008,0001]
1523000000 IIILILSR1RSUXU [0004]
1524000000 IIILILISU33XL1 [0008,0008,0006]
1525000000 IIILII33S1SXUX [0001]
1526000000 IIILII2U1L1L2 [0001,0001,0008,0001,0001]
1527000000 IIILIIR22SXUXS [0011]
1528000000 IIILIIUXU1S2U2 [000c,0004,0001]
1529000000 IIIIS2R12R2IS [0011,0002,0003]
1530000000 IIIIS12U1L12I3 [0004,0011,0001,0008]
1531000000 IIIIS1I23XSR1S [0223]
1532000000 IIIISR1UI3U31R [0004,0001,0022,0008]
1533000000 IIIISU1U1R2UIX [0004,0088,0004]
1534000000 IIIISL1SR1UIL [0013,0004,0008]
1535000000 IIIISI22LXSRXC [0001]
1536000000 IIIISILSSUSRCL [08c8,0001]
1537000000 IIIIXRXUI22L2S [0001,0003]
1538000000 IIIIXUI3XS1X [0005]
1539000000 IIIIXLI2R2S2RX [0001,000a]
1540000000 IIIIR33RSSI11 [0001,0032,0001]
1541000000 IIIIR32IR2USR [0001,0002,0001,000c]
1542000000 IIIIR3R2RXU2SI [0002,0009,0001]
1543000000 IIIIR3UI4LX13L [0002,0001,0004,0008]
1544000000 IIIIR3I4U13SLS [0001,0001,000d]
1545000000 IIIIR23U1UXLS [0001,0022]
1546000000 IIIIR2S1S1IR11 [0013,0001,0002]
1547000000 IIIIR2RSUI32X2 [0001,0001,0001]
1548000000 IIIIR2UIU2USXX [0001,0001]
1549000000 IIIIR2I3L23LSX [0001,0001,0008]
1550000000 IIIIR13L2IU4SR [0001,0008,0002,000a]
1551000000 IIIIR1SRSU1UIX [000d,0004]
1552000000 IIIIR1RI3R2SUC [0001,0002,0001,0088]
1553000000 IIIIR1L3R13S2U [0002,0009,0008]
1554000000 IIIIR1I2LS2LXX [0001,0001]
1555000000 IIIIRS1LI1U2RX [0001,0001,0002]
1556000000 IIIIRSL1RIXXLC [0001,000c]
1557000000 IIIIRXU1R2UIS1 [0004,0005,0002]
1558000000 IIIIRI4USL21XU [0001,0002,0004]
1559000000 IIIIRI2S32RXLX [0001,0011]
1560000000 IIIIRISRC4SX2S [0001,0005]
1561000000 IIIIRIU34S3USL [0002,0004,008a]
1562000000 IIIIRIL1U4XU3S [0001,0008,0003]
1563000000 IIIIU32R1UXLSS [0051]
1564000000 IIIIU3XR22SIXS [0019]
1565000000 IIIIU3U3XL1SC [0001,0004,0002]
1566000000 IIIIU3LS1LIXSS [008d]
1567000000 IIIIU3IL1U3R34 [0008,0004,0002,0004,0001]
1568000000 IIIIU22USCR2X [0001,0004,0002]
1569000000 IIIIU2XIRXS1LC [0005,0008]
1570000000 IIIIU2U2SXUIS1 [0011,0001]
1571000000 IIIIU2LI4U33US [0001,0001,0004,0006]
1572000000 IIIIU13XR22U2I [0001,0001,0002,0001]
1573000000 IIIIU12LX2UXUI [0004,0004,0001]
1574000000 IIIIU1R3L3R1LC [0004,0002,0002,0004]
1575000000 IIIIU1USU22I3U [0001,0001,0001,0044]
1576000000 IIIIU1LIL21SXU [0001,0001,0002]
1577000000 IIIIUS2UI2SLCX [0001,0004,0088]
1578000000 IIIIUSRC23R1U [0008,0002,0002,0004]
1579000000 IIIIUSCR2SLC2L [0001,0008,0001,0002]
1580000000 IIIIUXR2I3L32 [0001,0008,0002,0001]
1581000000 IIIIUI4XS1XRXU [0004]
1582000000 IIIIUI3LX2XSC [0001,0004,0001]
1583000000 IIIIUIS3SL1U1 [0001,0004,008a]
1584000000 IIIIUIR2L2R43X [0001,0008,0008,0001]
1585000000 IIIIUIL3LXS2U [0001,000c,0004]
1586000000 IIIIL32S2SU1C [0444,0008]
1587000000 IIIIL3SI2R3L2R [0009,0002,0008,0002]
1588000000 IIIIL3RI3SL1SR [0001,0008,0015]
1589000000 IIIIL3L3U2XXXU [0004]
1590000000 IIIIL3IRS32RSU [0001,0003,0044]
1591000000 IIIIL22R33SRSI [0001,0032,0001]
1592000000 IIIIL2X1XIU2 [0008,0004,0001]
1593000000 IIIIL2U33SSUSI [004d,0001]
1594000000 IIIIL2L2R3ISXX [0008,0008]
1595000000 IIIIL2IUXSUS [0001,0007]
1596000000 IIIIL12U32X1IX [0008,0001,0004]
1597000000 IIIIL1XL22XI2X [0001,0001]
1598000000 IIIIL1U3LX1R1I [0001,0001,0004,0001]
1599000000 IIIIL1LSI2U2R3 [0001,0004,0011,0001]
1600000000 IIIILS22U2CR3X [0004,0008,0002]
1601000000 IIIILSR2I33SX [0001,0001]
1602000000 IIIILSC2S12I2L [0011,0001,0001,0004]
1603000000 IIIILSIUSUC2SX [0001,0004]
1604000000 IIIILI43XU1S2C [0008,0005,0001]
1605000000 IIIILI3RXU33XS [0008,0005]
1606000000 IIIILI1U42L4R4 [0002,0001,0008,0002,0001]
1607000000 IIIILIR32LX3L [0001,0002,0001,0008]
1608000000 IIIILIUSSL22XU [000e,0004]
1609000000 IIIIIS2L31SUXX [0001]
1610000000 IIIIIXXL2R2LSX [0008]
1611000000 IIIIIR4U33SR2S [0001,0004,0222]
1612000000 IIIIIR23USL2X1 [0001,000a,0002]
1613000000 IIIIIR1U34XLC [0001,0002,0004,0008]
1614000000 IIIIIU4SL13SSC [0001,0008,0013]
1615000000 IIIIIU3L1LS3XS [0001,000b]
1616000000 IIIIIU1X3R3R2L [0001,0002,0002,0002]
1617000000 IIIIIL44XLSR1X [0001,0011]
1618000000 IIIIIL3XL3LX2 [0001,0004,0001]
1619000000 IIIIIL14R32L1C [0001,0008,0002,0008,0001]
1620000000 IIIIILSL13R3SC [000c,0001,0003]
Unique shapes
0001 ["IO","ILO","IUO","IRO"]
0003 ["IRISO","ILISO","IRISUO","IRISRO"]
0005 ["IUISO","IRILSO"]
0007 ["IRISILSO","IRISRISO","IRISUISO","IRISRISRO"]
000f ["IRISRISRISO"]
0011 ["IISO","IISLO","IISUO","IISRO"]
0012 ["IRISRIUISSCO","IIUISSLISCO","IIUISSLISCLO","IUISILISSCXO","IIUISSLISCRO","IRISRIUISSCLO","ILISIUISSCXO","IRISRIUISSCRO"]
0013 ["IRISISRO","IUIISLSO","ILISISO","IRISISO","IRIISUSO","IISRISO","IISLISO","IRISISUO"]
0015 ["IUISISO","IRIISLSO","IISUISO","IUISISRO"]
0016 ["ILISIUISSC1ISO","IRISRIUISSCIUSO","IIUISSLISCRISO","IIUISSLISCILSO","ILISIUISSC1ISLO","ILISIUISSC1ISRO","IRIUISILISSCXSO","IIUISSLISCRISUO"]
0017 ["IRISRISISO","IRISUISISO","IUISISRISO","IRISIISLSO","IRISRIISLSO","IRISIISUSO","IRISISUISO","IRISRISISRO"]
001a ["IIUISSLISCIUSO","IRISRIUISSCILSO","IUISILISSC1ISO","IRILISIUISSCXSO"]
001b ["IRISISILSO","IUISIISLSO","IRISISRISRO","IRISISRISO"]
001f ["IRISRISRISISO","IRISRISISRISO","IRISRISIISLSO","IRISISRISRISO"]
0031 ["IILISSO","ILILISSO","IIRISSO","IIRISSUO","IIRISSRO","IRIRISSO","IILISSLO","IILISSUO"]
0033 ["IISLISISO","IISRISISO","IISRISISUO","IISRISISRO"]
0035 ["IRIRISSILSO","IRILSILISSO","IILISSUISO","IIRISSUISO","IUISIRISSO","IUISILISSO","IUISIRISSRO","IRIILISSLSO"]
0036 ["ILISIRISSO","IRISILISSO","IIRISSRISO","IILISSLISO","IRISRIRISSO","IRISUILISSO","IRIIRISSUSO","IRISILISSUO"]
0037 ["IRISISIISLSO","IRISISRISISO","IUISISIISLSO","IUISISRISISO","IRISISRISISRO","IISRISISUISO","IISRISISRISO","IRIISRISISUSO"]
003d ["IRISRISILISSO","IRISRISRIRISSO","IRISRISRILISSO","IRISUISIRISSO","IRISIIRISSUSO","IRISIILISSLSO","IRISILISSUISO","IUISIRISSRISO"]
0051 ["IIUISSO","IUIUISSO","IIUISSRO","IIUISSLO"]
0053 ["IIUISSRISO","IRISIUISSO","IIUISSLISO","IRISUIUISSO","IRISIUISSRO","IRISRIUISSO","ILISIUISSO","IUIIUISSLSO"]
0055 ["IISUISISO","IISRIISLSO"]
0057 ["IRISISUISISO","IRISISIISUSO","IRISISRIISLSO","IISRISIISLSO"]
005b ["IRISRISRIUISSO","IRISIUISSILSO","IRISIUISSRISO","IUISIIUISSLSO"]
0071 ["IRIRISILSSO","IIRISRISSO","IUIRISRISSO","IUIRISUISSO","IIRISUISSO","ILIRISILSSO","IIRISRISSRO","IIRISUISSLO"]
0072 ["IIRISILSSO","IRIRISRISSO","ILIRISUISSO","IIRISILSSUO"]
0073 ["IISRISIUISSO","IISLISIRISSO","IISLISIUISSO","IISRISILISSO","IRISISUILISSO","IISRISIUISSRO","IRISISRIUISSO","IISRISILISSUO"]
0075 ["IISUISIRISSO","IISUISILISSO","IRIRISSIISLSO","IISRIILISSLSO"]
0079 ["IIRISRISSRISO","ILISIRISRISSO","IIRISUISSLISO","IRISIRISUISSO","IRISUIRISILSSO","IRISRIRISUISSO","IRISUIRISRISSO","IRISRIRISILSSO"]
007a ["IIRISILSSUISO","IUISIRISILSSO","IRIRISRISSILSO","IRILSIRISUISSO"]
00f1 ["IIRISRISRISSO","ILIRISRISRISSO","IUIRISRISRISSO","IRIRISRISRISSO"]
0111 ["IISISUO","IISISO","IISISLO","IISISRO"]
0112 ["IRISRIUISSCISO","IRISRIUISSCISLO","ILISIISUISSCXO","IRISRIUISSCISRO","IIISUISSLISCO","IIUISSLISCLISO","IUISIISLISSCXO","IIISUISSLISCRO"]
0113 ["IRISISISO","ILISISISO","IISISRISO","IRIISISUSO","IRISISISRO","IUIISISLSO","IISISLISO","IRISISISUO"]
0115 ["IUISISISO","IUISISISRO","IRIISISLSO","IISISUISO"]
0117 ["IRISRISISISO","IRISUISISISO","IRISIISISLSO","IRISISISUISO","IRISRISISISRO","IRISIISISUSO","IRISRIISISLSO","IUISISISRISO"]
011b ["IRISISISILSO","IRISISISRISO","IUISIISISLSO","IRISISISRISRO"]
0122 ["IIIUISSLISSCO","IIRISSRIUISSCO","ILISIUISSCI2RSO","ILISIUISSCIL2SO","IIRISSRIUISSCRO","IIIUISSLISSCLO","IIIUISSLISSCUO","IIIUISSLISSCRO"]
0131 ["IRIISRISSO","IILISSISO","IIRISSISRO","IIRISSISUO","IIRISSISO","ILIISLISSO","IILISSISUO","IILISSISLO"]
0132 ["IRIRISSISO","IIISRISSRO","IIISRISSO","IIISLISSO","IIISLISSLO","IIISLISSUO","ILILISSISO","IIISRISSUO"]
0133 ["IISUIISISLSO","IISRISISISO","IISLISISISO","IISRIISISUSO","IISISRISISO","IISISLISISO","IISRISISISRO","IISRISISISUO"]
0135 ["IUISIRISSISO","IIRISSISUISO","IILISSISUISO","IUISILISSISO","IRILSIISRISSO","IRIILISSISLSO","IUISIRISSISRO","IRILSIISLISSO"]
0136 ["IRISRIRISSISO","IRISUILISSISO","IIISRISSRISO","IRISIISLISSO","IIISLISSLISO","IRISIISLISSUO","IRIIISRISSUSO","ILISIISRISSO"]
0139 ["IRISRIISRISSO","IILISSISLISO","IRISILISSISO","IIRISSISRISO","ILISIRISSISO","IRIIRISSISUSO","IRISILISSISUO","IRISUIISLISSO"]
013a ["IIISLISSUISO","IRIRISSISILSO","IRILSILISSISO","IIISRISSUISO","IUISIISLISSO","IUISIISRISSO","IUISIISRISSRO","IRIIISLISSLSO"]
0151 ["IIUISSISRO","IIUISSISO","IIUISSISLO","IUIISUISSO"]
0153 ["IRISIUISSISO","IRISRIISUISSO","IRISIUISSISRO","ILISIUISSISO","IUIIUISSISLSO","IIUISSISRISO","IIUISSISLISO","IRISUIISUISSO"]
0154 ["IIISUISSRO","IUIUISSISO","IIISUISSO","IIISUISSLO"]
0155 ["IISUISISISO","IISISUISISO","IISUISISISRO","IISRIISISLSO"]
0156 ["IRISRIUISSISO","IRISUIUISSISO","IRISIISUISSRO","IRISIISUISSO","IIISUISSLISO","IIISUISSRISO","ILISIISUISSO","IUIIISUISSLSO"]
0166 ["IIRISSRIUISSCSO","ILILISSIUISSCSO","IIIUISSLISSCSO","IIIUISSLISSCSLO","IIIUISSLISSUCSO","IIIUISSLISSCSRO","ILILISSIUISSCSLO","ILILISSIUISSCSRO"]
0171 ["IIRISRISSISO","IUIRISISUISSO","IUIRISIISUSSO","IIRISUISSISO","ILIRISIISLSSO","IIRISRISSISRO","IIRISUISSISLO","IRIUISISRISSO"]
0172 ["IIRISIISLSSO","IRIRISRISSISO","IIUISISRISSO","ILIRISUISSISO","ILIRISISUISSO","IIRISIISLSSUO","IRIRISIISUSSO","IIUISISRISSUO"]
0174 ["IUIRISRISSISO","IUIRISUISSISO","IIRISIISUSSO","IIRISISUISSO","IIRISIISUSSRO","ILIUISISRISSO","IIRISISUISSLO","IRIRISIISLSSO"]
01aa ["IIILISSUISSCSO","IIUISSRILISSCSO","IIIRISSUISSLCSO","IUIUISSILISSCSO"]
01b1 ["IIRISISILSSO","ILIUISIISLSSO","IIRISISILSSUO","IRIRISISRISSO"]
01b2 ["IUIRISISRISSO","ILIRISISILSSO","IIRISISRISSO","IRIRISISILSSO","IIUISIISLSSO","IIRISISRISSRO","IUIUISIISLSSO","IIUISIISLSSLO"]
0311 ["IISRIRISSO","IISIRISSUO","IISIRISSO","IISLILISSO","IISILISSO","IISILISSUO","IISILISSLO","IISIRISSRO"]
0313 ["IISLISILISSO","IRISISIRISSO","IRISISIRISSRO","IRIISILISSUSO","ILISISILISSO","IISRISIRISSO","IRISISIRISSUO","IUIISILISSLSO"]
0315 ["IUISISIRISSO","IISILISSUISO","IUISISILISSO","IUISISIRISSRO","IISIRISSUISO","IUISISRIRISSO","IRIISILISSLSO","IRIISLSILISSO"]
0319 ["IISIRISSRISO","IRISISILISSO","IRISISRIRISSO","IISILISSLISO","IRISISILISSUO","IRIISIRISSUSO","IUIISLSILISSO","ILISISIRISSO"]
0331 ["IRIISRISSISO","IIISLISSISO","IIISRISSISO","ILIISLISSISO","IIISRISSISRO","IIISLISSISUO","IIISRISSISUO","IIISLISSISLO"]
0334 ["ILISIRISRISSCRSO"]
0351 ["IIUISSIRISSO","IUIILISSUISSO","IIUISSILISSO","IIUISSIRISSRO","IUIIRISSUISSO","IIUISSILISSLO","IIUISSRIRISSO","IIUISSLILISSO"]
0354 ["IIILISSUISSO","IIIRISSUISSO","IIUISSLIRISSO","IUIUISSILISSO","IIILISSUISSRO","IIIRISSUISSLO","IUIUISSIRISSO","IIUISSRILISSO"]
0362 ["IILISSIRISSO","IIRISSILISSO","IIRISSRIRISSO","IRIIRISSRISSO","IIRISSILISSUO","IILISSLILISSO","ILIILISSLISSO","IILISSIRISSUO"]
0364 ["IIIRISSRISSO","IIILISSLISSO","IILISSUIRISSO","ILILISSIRISSO","IIRISSUILISSO","IIIRISSRISSRO","IIILISSLISSLO","IRIRISSILISSO"]
0511 ["IISIUISSRO","IISIUISSO","IISUIUISSO","IISIUISSLO"]
0513 ["IRISISIUISSO","IRISISUIUISSO","IRISISIUISSRO","ILISISIUISSO","IRIISUSIUISSO","IISIUISSRISO","IUIISIUISSLSO","IISIUISSLISO"]
0515 ["IISUISIUISSO","IUISISIUISSO","IRIISIUISSLSO","IUISISIUISSRO"]
0531 ["IILISSIUISSO","IIRISSIUISSO","IILISSUIUISSO","IIRISSUIUISSO","IILISSIUISSLO","IRIIUISSRISSO","IIRISSIUISSRO","ILIIUISSLISSO"]
0532 ["IIIUISSRISSO","IIRISSRIUISSO","IIIUISSLISSO","IILISSLIUISSO","IRIRISSIUISSO","ILILISSIUISSO","IIIUISSRISSUO","IIIUISSLISSUO"]
0551 ["IUIISUISSISO","IIISUISSISO","IIISUISSISRO","IIISUISSISLO"]
0711 ["IISIRISRISSO","IISIRISUISSO","IISLIRISILSSO","IISUIRISUISSO","IISIRISRISSRO","IISUIRISRISSO","IISIRISUISSLO","IISRIRISILSSO"]
0722 ["IISIRISILSSO","IISRIRISRISSO","IISIRISILSSUO","IISLIRISUISSO"]
1111 ["IISISISO","IISISISRO","IISISISUO","IISISISLO"]
1112 ["IUISILISSCLSO","ILISIUISSCUSO","ILISIUISSCUSUO","ILISIUISSCUSLO","ILISIUISSCUSRO","IUISILISSCLSLO","IUISILISSCLSUO","IUISILISSCLSRO"]
1113 ["IRISISISISRO","ILISISISISO","IRISISISISO","IRIISISISUSO","IRISISISISUO","IISISISLISO","IUIISISISLSO","IISISISRISO"]
1115 ["IUISISISISO","IUISISISISRO","IISISISUISO","IRIISISISLSO"]
1116 ["ILISIUISSCUSISO","IRIUISILISSCLSSO","IUISILISSCLSLISO","ILISIUISSCUSISLO","ILISIUISSCUSISUO","ILISIUISSCUSISRO"]
111a ["IUISILISSCLSISO","IRILISIUISSCUSSO","IUISILISSCLSISUO","IUISILISSCLSISRO"]
1122 ["IUIUISSILISSCLSO","ILILISSIUISSCUSO","IIUISILISSCLSUSO","IILISIUISSCUSRSO","IIILISSUISSCR1SO"]
1131 ["IIRISSISISUO","IILISSISISUO","IILISSISISO","IILISSISISLO","IRIISISRISSO","IIRISSISISO","ILIISISLISSO","IIRISSISISRO"]
1132 ["IIISISLISSUO","IRIRISSISISO","IIISISLISSO","IIISISRISSO","ILILISSISISO","IIISISRISSRO","IIISISRISSUO","IIISISLISSLO"]
1151 ["IUIISISUISSO","IIUISSISISO","IIUISSISISLO","IIUISSISISRO"]
1154 ["IUIUISSISISO","IIISISUISSO","IIISISUISSRO","IIISISUISSLO"]
1222 ["IILISSUISCUSO","IRISRIUISSCRSO","IRISRIUISSCRSLO","ILISIUISSC1RSO","IRILSILISSCUSO","IIUISSLISCLSO","IIUISSLISCLSUO","IUISILISSC1USO"]
1223 ["IRISILISSUISCUSO","IIIUISSLISCLSSO","IIIUISSLISCLSSUO","IIIUISSLISCLSSRO"]
1226 ["IRILSILISSCUSISO","IRIILISSUISCUSSO","IUISIIUISSLSCLSO","IIUISSLISCLSUISO"]
122a ["IRISRIUISSCRSISO","IILISSUISCUSISO","IRIIUISSLISCLSSO","IILISSUISCUSISLO","IILISSUISCUSISUO"]
1231 ["IIRISUISSLISCUSO"]
1232 ["IIRISILSSUISCUSO"]
1262 ["IIRISUISSLISCLSO"]
1264 ["IIRISILSSUISCLSO"]
1311 ["IISILISSISO","IISIRISSISO","IISIRISSISRO","IISILISSISUO","IISILISSISLO","IISRIISRISSO","IISLIISLISSO","IISIRISSISUO"]
1312 ["IRISIUISSRCISUSO","IRISIUISSILSCUSO","IIUISSLISC1UISSO"]
1318 ["IUISILISSCLISSO","IUISIRISSRCISRSO","IUISILISSCLISSLO","IUISILISSCLISSUO","IUISILISSCLISSRO"]
1321 ["IRISRISILISSCUSO","IUISIRISSRCISUSO","IIUISSLISC1ISRSO","IIUISSLISCL1ISSO"]
1322 ["IISIISLISSO","IISIISLISSUO","IISIISRISSO","IISIISRISSRO","IISRIRISSISO","IISLILISSISO","IISIISLISSLO","IISIISRISSUO"]
1324 ["IUISILISSCILSSO","IRISIUISSILSCRSO","IRILSILISSC1ISSO","IUISILISSCILSSLO","IUISILISSCILSSUO","IUISILISSCILSSRO"]
1511 ["IISIUISSISO","IISIUISSISLO","IISUIISUISSO","IISIUISSISRO"]
1512 ["ILISIUISSCUISSO","IUISILISSCUISRSO","ILISIUISSCUISSLO","ILISIUISSCUISSUO","ILISIUISSCUISSRO","IILISSUISC1ISLSO","IILISSUISCR1ISSO"]
1542 ["IRISRIUISSC1ISSO","ILISIUISSCIUSSO","IRISIUISSRCILSSO","ILISIUISSCIUSSLO","ILISIUISSCIUSSRO","IIUISSLISC1IRSSO","IILISSUISCL1ISSO"]
1544 ["IISIISUISSO","IISUIUISSISO","IISIISUISSLO","IISIISUISSRO"]
1622 ["IRILSILISSCUISSO","ILISIUISSC1ISRSO","IIUISSLISCRISUSO","IILISSUISCRISRSO"]
1644 ["IRISRIUISSCIUSSO","ILISIUISSC1ISSO","IIUISSLISCILSSO","IUISILISSC1LISSO","ILISIUISSC1ISSLO","ILISIUISSC1ISSRO","IIUISSLISCILSSLO","IIUISSLISCILSSUO"]
1a22 ["IILISSUISCIUSSO","IILISSUISCUISSO","IRILSILISSCILSSO","IUISILISSC1ISSO","IUISILISSC1ISSLO","IUISILISSC1ISSRO","IUISILISSC1ISUSO","IILISSUISCUISSLO"]
3111 ["IISISILISSO","IISISIRISSO","IISISIRISSRO","IISISILISSUO","IISISILISSLO","IISISRIRISSO","IISISLILISSO","IISISIRISSUO"]
3112 ["ILISIRISRISSCUSO"]
3118 ["IUISIRISILSSCLSO"]
5111 ["IISISIUISSO","IISISIUISSLO","IISISUIUISSO","IISISIUISSRO"]

Stats
Calls:  1620268458
Builds: 8874569171
Loops:   279159195
Prunes: 7254300713
Time:     3750.291 seconds

Results
Input data:       [0001,0001,0001,0001,0001]
Number of pieces: 5
Max steps:        14
Shapes found:     648
Unique shapes:    112

Logo not found
